PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
WI0065633,,,0241,Dairy Farms
WI0065641,,,0211,Beef Cattle Feedlots
WI0065668,,,0241,Dairy Farms
WI0065676,,,0241,Dairy Farms
WI0065684,,,2819,Industrial Inorganic Chemicals
WI0065692,,,0241,Dairy Farms
WI0065706,,,0241,Dairy Farms
WI0065722,,,0241,Dairy Farms
WI0065731,,,0241,Dairy Farms
WI0065757,,,2022,"Cheese, Natural And Processed"
WI0065773,,,0241,Dairy Farms
WI0065781,,,0241,Dairy Farms
WI0065790,,,0241,Dairy Farms
WI0065803,,,0241,Dairy Farms
WI0065811,,,0241,Dairy Farms
WI0065820,,,0241,Dairy Farms
WI0065838,,,0241,Dairy Farms
WI0065846,,,0241,Dairy Farms
WI0065862,,,0241,Dairy Farms
WI0065871,,,0241,Dairy Farms
WI0065889,,,8999,Services
WI0065919,,,0241,Dairy Farms
WI0065927,,,0241,Dairy Farms
WI0065943,,,2834,Pharmaceutical Preparations
WI0065951,,,0241,Dairy Farms
WI0065960,,,0241,Dairy Farms
WI0065978,,,0241,Dairy Farms
WI0065994,,,0241,Dairy Farms
WI0066010,,,0241,Dairy Farms
WI0066028,,,0241,Dairy Farms
WI0066036,,,0241,Dairy Farms
WI0066044,,,0241,Dairy Farms
WI0066052,,,0241,Dairy Farms
WI0066079,,,0241,Dairy Farms
WI0066087,,,0241,Dairy Farms
WI0066095,,,0241,Dairy Farms
WI0066125,,,0241,Dairy Farms
WI0066133,,,0241,Dairy Farms
WI0066141,,,0213,Hogs
WI0066150,,,0241,Dairy Farms
WI0066184,,,0241,Dairy Farms
WI0066192,,,0241,Dairy Farms
WI0066206,,,0241,Dairy Farms
WI0066214,,,0241,Dairy Farms
WI0066231,,,0241,Dairy Farms
WI0066265,,,0241,Dairy Farms
WI0066281,,,0241,Dairy Farms
WI0066338,,,0241,Dairy Farms
WI0066346,,,0241,Dairy Farms
WI0066354,,,0241,Dairy Farms
WI0066371,,,2022,"Cheese, Natural And Processed"
WI0066389,,,0241,Dairy Farms
WI0066401,,,2869,Industrial Organic Chemicals
WI0066419,,,0241,Dairy Farms
WI0066443,,,0213,Hogs
WI0066494,,,0241,Dairy Farms
WI0069965,,,2086,Bottled And Canned Soft Drinks
WI0070394,,,2022,"Cheese, Natural And Processed"
WI0070408,,,2015,Poultry Slaughtering And Processing
WI0070441,,,2033,Canned Fruits And Vegetables
WI0070572,,,2022,"Cheese, Natural And Processed"
WI0070581,,,2048,Prepared Feeds
WI0070602,,,2022,"Cheese, Natural And Processed"
WI0070611,,,2022,"Cheese, Natural And Processed"
WI0070645,,,2022,"Cheese, Natural And Processed"
WI0070661,,,2022,"Cheese, Natural And Processed"
WI0070670,,,2022,"Cheese, Natural And Processed"
WI0070726,,,4013,Switching And Terminal Services
WI0070785,,,4911,Electric Services
WI0071307,221320,Sewage Treatment Facilities,4952,Sewerage Systems
WI0071315,221320,Sewage Treatment Facilities,4952,Sewerage Systems
WI0071323,221320,Sewage Treatment Facilities,4952,Sewerage Systems
WI0071501,221320,Sewage Treatment Facilities,4952,Sewerage Systems
WI0073041,221320,Sewage Treatment Facilities,4952,Sewerage Systems
WI0073059,221320,Sewage Treatment Facilities,4952,Sewerage Systems
WI0073061,,,5015,"Motor Vehicle Parts, Used"
WIL065251,,,4952,Sewerage Systems
WINOEIA00,,,2434,Wood Kitchen Cabinets
WINOEIA01,,,4581,"Airports, Flying Fields, & Services"
WINOEIA02,,,3911,"Jewelry, Precious Metal"
WINOEIA03,,,2759,Commercial Printing
